"Year" "Geo" "Age" "Sex" "Pop"
2016 3251 "70" 2 5047
2016 3251 "75" 1 5526
2016 3251 "75" 2 6475
2016 3251 "80" 1 3015
2016 3251 "80" 2 4218
2016 3251 "85" 1 1418
2016 3251 "85" 2 2561
2016 3251 "90" 1 491
2016 3251 "90" 2 1402
2016 3252 "60" 1 5086
2016 3252 "60" 2 5236
2016 3252 "65" 1 4380
2016 3252 "65" 2 4801
2016 3252 "70" 1 3440
2016 3252 "70" 2 4002
2016 3252 "75" 1 4134
2016 3252 "75" 2 5174
2016 3252 "80" 1 2393
2016 3252 "80" 2 3569
2016 3252 "85" 1 1184
2016 3252 "85" 2 2298
2016 3252 "90" 1 479
2016 3252 "90" 2 1507
2016 3254 "60" 1 8769
2016 3254 "60" 2 9202
2016 3254 "65" 1 7834
2016 3254 "65" 2 8438
2016 3254 "70" 1 6059
2016 3254 "70" 2 6854
2016 3254 "75" 1 6967
2016 3254 "75" 2 8934
2016 3254 "80" 1 4156
2016 3254 "80" 2 6002
2016 3254 "85" 1 1977
2016 3254 "85" 2 3766
2016 3254 "90" 1 699
2016 3254 "90" 2 2303
2016 3255 "60" 1 2552
2016 3255 "60" 2 2557
2016 3255 "65" 1 2284
2016 3255 "65" 2 2313
2016 3255 "70" 1 1706
2016 3255 "70" 2 1925
2016 3255 "75" 1 2115
2016 3255 "75" 2 2442
2016 3255 "80" 1 1200
2016 3255 "80" 2 1753
2016 3255 "85" 1 605
2016 3255 "85" 2 1092
2016 3255 "90" 1 239
2016 3255 "90" 2 696
2016 3256 "60" 1 4112
2016 3256 "60" 2 4072
2016 3256 "65" 1 3488
2016 3256 "65" 2 3525
2016 3256 "70" 1 2440
2016 3256 "70" 2 2688
2016 3256 "75" 1 2860
2016 3256 "75" 2 3579
2016 3256 "80" 1 1714
2016 3256 "80" 2 2496
2016 3256 "85" 1 791
2016 3256 "85" 2 1612
2016 3256 "90" 1 282
2016 3256 "90" 2 930
2016 3257 "60" 1 5129
2016 3257 "60" 2 5348
2016 3257 "65" 1 4656
2016 3257 "65" 2 4958
2016 3257 "70" 1 3720
2016 3257 "70" 2 4070
2016 3257 "75" 1 4248
2016 3257 "75" 2 5314
2016 3257 "80" 1 2354
2016 3257 "80" 2 3500
2016 3257 "85" 1 1239
2016 3257 "85" 2 2291
2016 3257 "90" 1 408
2016 3257 "90" 2 1446
2016 3351 "60" 1 5856
2016 3351 "60" 2 6249
2016 3351 "65" 1 5214
2016 3351 "65" 2 5402
2016 3351 "70" 1 4155
2016 3351 "70" 2 4617
2016 3351 "75" 1 4608
2016 3351 "75" 2 5419
2016 3351 "80" 1 2468
2016 3351 "80" 2 3574
2016 3351 "85" 1 1245
2016 3351 "85" 2 2313
2016 3351 "90" 1 418
2016 3351 "90" 2 1442
2016 3352 "60" 1 6773
2016 3352 "60" 2 7152
2016 3352 "65" 1 6622
2016 3352 "65" 2 6774
2016 3352 "70" 1 5214
2016 3352 "70" 2 5445
2016 3352 "75" 1 5477
2016 3352 "75" 2 6278
2016 3352 "80" 1 2961
2016 3352 "80" 2 4117
2016 3352 "85" 1 1314
2016 3352 "85" 2 2638
2016 3352 "90" 1 495
2016 3352 "90" 2 1601
2016 3353 "60" 1 7377
2016 3353 "60" 2 7619
2016 3353 "65" 1 6821
2016 3353 "65" 2 7661
2016 3353 "70" 1 6038
2016 3353 "70" 2 6674
2016 3353 "75" 1 6477
2016 3353 "75" 2 7621
2016 3353 "80" 1 3431
2016 3353 "80" 2 4581
2016 3353 "85" 1 1509
2016 3353 "85" 2 2597
2016 3353 "90" 1 520
2016 3353 "90" 2 1408
2016 3354 "60" 1 1734
2016 3354 "60" 2 1897
2016 3354 "65" 1 1721
2016 3354 "65" 2 1717
2016 3354 "70" 1 1380
2016 3354 "70" 2 1422
2016 3354 "75" 1 1511
2016 3354 "75" 2 1759
2016 3354 "80" 1 811
2016 3354 "80" 2 1156
2016 3354 "85" 1 411
2016 3354 "85" 2 737
2016 3354 "90" 1 161
2016 3354 "90" 2 434
2016 3355 "60" 1 5299
2016 3355 "60" 2 5508
2016 3355 "65" 1 4674
2016 3355 "65" 2 4987
2016 3355 "70" 1 3672
2016 3355 "70" 2 3996
2016 3355 "75" 1 4005
2016 3355 "75" 2 4818
2016 3355 "80" 1 2006
2016 3355 "80" 2 2996
2016 3355 "85" 1 970
2016 3355 "85" 2 1824
2016 3355 "90" 1 343
2016 3355 "90" 2 1263
2016 3356 "60" 1 3566
2016 3356 "60" 2 3789
2016 3356 "65" 1 3423
2016 3356 "65" 2 3602
2016 3356 "70" 1 2791
2016 3356 "70" 2 3104
2016 3356 "75" 1 3006
2016 3356 "75" 2 3530
2016 3356 "80" 1 1544
2016 3356 "80" 2 2106
2016 3356 "85" 1 668
2016 3356 "85" 2 1197
2016 3356 "90" 1 225
2016 3356 "90" 2 731
2016 3357 "60" 1 5278
2016 3357 "60" 2 5326
2016 3357 "65" 1 4685
2016 3357 "65" 2 4621
2016 3357 "70" 1 3423
2016 3357 "70" 2 3515
2016 3357 "75" 1 3859
2016 3357 "75" 2 4476
2016 3357 "80" 1 2085
2016 3357 "80" 2 2815
2016 3357 "85" 1 958
2016 3357 "85" 2 1717
2016 3357 "90" 1 308
2016 3357 "90" 2 1101
2016 3358 "60" 1 4425
2016 3358 "60" 2 4504
2016 3358 "65" 1 3962
2016 3358 "65" 2 3937
2016 3358 "70" 1 2988
2016 3358 "70" 2 3365
2016 3358 "75" 1 3500
2016 3358 "75" 2 4193
2016 3358 "80" 1 1936
2016 3358 "80" 2 2845
2016 3358 "85" 1 932
2016 3358 "85" 2 1709
2016 3358 "90" 1 353
2016 3358 "90" 2 1036
2016 3359 "60" 1 6008
2016 3359 "60" 2 6384
2016 3359 "65" 1 5619
2016 3359 "65" 2 5966
2016 3359 "70" 1 4351
2016 3359 "70" 2 4905
2016 3359 "75" 1 5000
2016 3359 "75" 2 5668
2016 3359 "80" 1 2481
2016 3359 "80" 2 3465
2016 3359 "85" 1 1080
2016 3359 "85" 2 2049
2016 3359 "90" 1 374
2016 3359 "90" 2 1226
2016 3360 "60" 1 3151
2016 3360 "60" 2 3257
2016 3360 "65" 1 2822
2016 3360 "65" 2 2925
2016 3360 "70" 1 2149
2016 3360 "70" 2 2445
2016 3360 "75" 1 2672
2016 3360 "75" 2 3312
2016 3360 "80" 1 1515
2016 3360 "80" 2 2090
2016 3360 "85" 1 678
2016 3360 "85" 2 1288
2016 3360 "90" 1 298
2016 3360 "90" 2 809
2016 3361 "60" 1 4368
2016 3361 "60" 2 4559
2016 3361 "65" 1 4009
2016 3361 "65" 2 4225
2016 3361 "70" 1 3125
2016 3361 "70" 2 3306
2016 3361 "75" 1 3390
2016 3361 "75" 2 3852
2016 3361 "80" 1 1717
2016 3361 "80" 2 2340
2016 3361 "85" 1 779
2016 3361 "85" 2 1537
2016 3361 "90" 1 314
2016 3361 "90" 2 928
2016 3401 "60" 1 2289
2016 3401 "60" 2 2486
2016 3401 "65" 1 2151
2016 3401 "65" 2 2416
2016 3401 "70" 1 1797
2016 3401 "70" 2 1937
2016 3401 "75" 1 1939
2016 3401 "75" 2 2347
2016 3401 "80" 1 995
2016 3401 "80" 2 1425
2016 3401 "85" 1 454
2016 3401 "85" 2 819
2016 3401 "90" 1 136
2016 3401 "90" 2 442
2016 3402 "60" 1 1482
2016 3402 "60" 2 1548
2016 3402 "65" 1 1399
2016 3402 "65" 2 1446
2016 3402 "70" 1 1049
2016 3402 "70" 2 1227
2016 3402 "75" 1 1099
2016 3402 "75" 2 1387
2016 3402 "80" 1 643
2016 3402 "80" 2 963
2016 3402 "85" 1 315
2016 3402 "85" 2 601
2016 3402 "90" 1 106
2016 3402 "90" 2 318
2016 3403 "60" 1 4456
2016 3403 "60" 2 5011
2016 3403 "65" 1 3983
2016 3403 "65" 2 4414
2016 3403 "70" 1 3149
2016 3403 "70" 2 3647
2016 3403 "75" 1 3327
2016 3403 "75" 2 4301
2016 3403 "80" 1 1803
2016 3403 "80" 2 2616
2016 3403 "85" 1 810
2016 3403 "85" 2 1673
2016 3403 "90" 1 361
2016 3403 "90" 2 1166
2016 3404 "60" 1 4097
2016 3404 "60" 2 4642
2016 3404 "65" 1 3526
2016 3404 "65" 2 3933
2016 3404 "70" 1 2853
2016 3404 "70" 2 3445
2016 3404 "75" 1 3231
2016 3404 "75" 2 4415
2016 3404 "80" 1 1837
2016 3404 "80" 2 2986
2016 3404 "85" 1 962
2016 3404 "85" 2 1886
2016 3404 "90" 1 351
2016 3404 "90" 2 1221
2016 3405 "60" 1 2237
2016 3405 "60" 2 2509
2016 3405 "65" 1 2381
2016 3405 "65" 2 2561
2016 3405 "70" 1 2054
2016 3405 "70" 2 2335
2016 3405 "75" 1 2362
2016 3405 "75" 2 2828
2016 3405 "80" 1 1275
2016 3405 "80" 2 1758
2016 3405 "85" 1 515
2016 3405 "85" 2 1101
2016 3405 "90" 1 214
2016 3405 "90" 2 660
2016 3451 "60" 1 3776
2016 3451 "60" 2 4076
2016 3451 "65" 1 3632
2016 3451 "65" 2 3914
2016 3451 "70" 1 2811
2016 3451 "70" 2 3039
2016 3451 "75" 1 3299
2016 3451 "75" 2 3803
2016 3451 "80" 1 1734
2016 3451 "80" 2 2287
2016 3451 "85" 1 749
2016 3451 "85" 2 1287
2016 3451 "90" 1 237
2016 3451 "90" 2 731
2016 3452 "60" 1 6231
2016 3452 "60" 2 6632
2016 3452 "65" 1 6167
2016 3452 "65" 2 6372
2016 3452 "70" 1 4455
2016 3452 "70" 2 4754
2016 3452 "75" 1 4444
2016 3452 "75" 2 5447
2016 3452 "80" 1 2327
2016 3452 "80" 2 3451
2016 3452 "85" 1 1119
2016 3452 "85" 2 2126
2016 3452 "90" 1 375
2016 3452 "90" 2 1082
2016 3453 "60" 1 4742
2016 3453 "60" 2 4678
2016 3453 "65" 1 3801
2016 3453 "65" 2 3680
2016 3453 "70" 1 2388
2016 3453 "70" 2 2616
2016 3453 "75" 1 2896
2016 3453 "75" 2 3695
2016 3453 "80" 1 1673
2016 3453 "80" 2 2500
2016 3453 "85" 1 819
2016 3453 "85" 2 1656
2016 3453 "90" 1 215
2016 3453 "90" 2 811
2016 3454 "60" 1 10052
2016 3454 "60" 2 10040
2016 3454 "65" 1 8384
2016 3454 "65" 2 8341
2016 3454 "70" 1 5983
2016 3454 "70" 2 6391
2016 3454 "75" 1 6602
2016 3454 "75" 2 7813
2016 3454 "80" 1 3533
2016 3454 "80" 2 5231
2016 3454 "85" 1 1652
2016 3454 "85" 2 3256
2016 3454 "90" 1 494
2016 3454 "90" 2 1572
2016 3455 "60" 1 3216
2016 3455 "60" 2 3384
2016 3455 "65" 1 3109
2016 3455 "65" 2 3442
2016 3455 "70" 1 2721
2016 3455 "70" 2 2851
2016 3455 "75" 1 3057
2016 3455 "75" 2 3419
2016 3455 "80" 1 1540
2016 3455 "80" 2 2060
2016 3455 "85" 1 681
2016 3455 "85" 2 1217
2016 3455 "90" 1 234
2016 3455 "90" 2 724
2016 3456 "60" 1 4284
2016 3456 "60" 2 4334
2016 3456 "65" 1 3753
2016 3456 "65" 2 3868
2016 3456 "70" 1 2708
2016 3456 "70" 2 2820
2016 3456 "75" 1 2948
2016 3456 "75" 2 3498
2016 3456 "80" 1 1796
2016 3456 "80" 2 2446
2016 3456 "85" 1 843
2016 3456 "85" 2 1591
2016 3456 "90" 1 285
2016 3456 "90" 2 818
2016 3457 "60" 1 5368
2016 3457 "60" 2 5377
2016 3457 "65" 1 4916
2016 3457 "65" 2 5027
2016 3457 "70" 1 3662
2016 3457 "70" 2 3972
2016 3457 "75" 1 3896
2016 3457 "75" 2 4594
2016 3457 "80" 1 2079
2016 3457 "80" 2 3012
2016 3457 "85" 1 949
2016 3457 "85" 2 1762
2016 3457 "90" 1 292
2016 3457 "90" 2 943
2016 3458 "60" 1 4091
2016 3458 "60" 2 4138
2016 3458 "65" 1 3662
2016 3458 "65" 2 3622
2016 3458 "70" 1 2740
2016 3458 "70" 2 2980
2016 3458 "75" 1 3121
2016 3458 "75" 2 3536
2016 3458 "80" 1 1647
2016 3458 "80" 2 2289
2016 3458 "85" 1 777
2016 3458 "85" 2 1312
2016 3458 "90" 1 246
2016 3458 "90" 2 819
2016 3459 "60" 1 11333
2016 3459 "60" 2 11388
2016 3459 "65" 1 9259
2016 3459 "65" 2 9431
2016 3459 "70" 1 6586
2016 3459 "70" 2 7444
2016 3459 "75" 1 7882
2016 3459 "75" 2 9843
2016 3459 "80" 1 4595
2016 3459 "80" 2 6711
2016 3459 "85" 1 2271
2016 3459 "85" 2 4290
2016 3459 "90" 1 773
2016 3459 "90" 2 2475
2016 3460 "60" 1 3963
2016 3460 "60" 2 3834
2016 3460 "65" 1 3115
2016 3460 "65" 2 3033
2016 3460 "70" 1 2049
2016 3460 "70" 2 2177
2016 3460 "75" 1 2322
2016 3460 "75" 2 2869
2016 3460 "80" 1 1331
2016 3460 "80" 2 1995
2016 3460 "85" 1 697
2016 3460 "85" 2 1306
2016 3460 "90" 1 212
2016 3460 "90" 2 714
2016 3461 "60" 1 3040
2016 3461 "60" 2 2999
2016 3461 "65" 1 2727
2016 3461 "65" 2 2701
2016 3461 "70" 1 2130
2016 3461 "70" 2 2231
2016 3461 "75" 1 2328
2016 3461 "75" 2 2706
2016 3461 "80" 1 1318
2016 3461 "80" 2 1746
2016 3461 "85" 1 600
2016 3461 "85" 2 1134
2016 3461 "90" 1 211
2016 3461 "90" 2 616
2016 3462 "60" 1 1845
2016 3462 "60" 2 2052
2016 3462 "65" 1 2041
2016 3462 "65" 2 2027
2016 3462 "70" 1 1390
2016 3462 "70" 2 1412
2016 3462 "75" 1 1480
2016 3462 "75" 2 1693
2016 3462 "80" 1 774
2016 3462 "80" 2 1097
2016 3462 "85" 1 385
2016 3462 "85" 2 727
2016 3462 "90" 1 130
2016 3462 "90" 2 429
2016 4011 "60" 1 15495
2016 4011 "60" 2 16867
2016 4011 "65" 1 14195
2016 4011 "65" 2 15857
2016 4011 "70" 1 12141
2016 4011 "70" 2 13882
2016 4011 "75" 1 12720
2016 4011 "75" 2 16214
2016 4011 "80" 1 7094
2016 4011 "80" 2 10851
2016 4011 "85" 1 3319
2016 4011 "85" 2 6690
2016 4011 "90" 1 1372
2016 4011 "90" 2 4453
2016 4012 "60" 1 3413
2016 4012 "60" 2 3870
2016 4012 "65" 1 2994
2016 4012 "65" 2 3434
2016 4012 "70" 1 2609
2016 4012 "70" 2 2855
2016 4012 "75" 1 2601
2016 4012 "75" 2 3328
2016 4012 "80" 1 1423
2016 4012 "80" 2 2298
2016 4012 "85" 1 660
2016 4012 "85" 2 1364
2016 4012 "90" 1 247
2016 4012 "90" 2 739
2016 5111 "60" 1 15718
2016 5111 "60" 2 17455
2016 5111 "65" 1 13653
2016 5111 "65" 2 16003
2016 5111 "70" 1 11505
2016 5111 "70" 2 14572
2016 5111 "75" 1 12812
2016 5111 "75" 2 16808
2016 5111 "80" 1 7371
2016 5111 "80" 2 11026
2016 5111 "85" 1 3649
2016 5111 "85" 2 6832
2016 5111 "90" 1 1267
2016 5111 "90" 2 4183
2016 5112 "60" 1 14886
2016 5112 "60" 2 15908
2016 5112 "65" 1 11772
2016 5112 "65" 2 13397
2016 5112 "70" 1 9409
2016 5112 "70" 2 11175
2016 5112 "75" 1 10589
2016 5112 "75" 2 13854
2016 5112 "80" 1 6961
2016 5112 "80" 2 10312
2016 5112 "85" 1 3362
2016 5112 "85" 2 6462
2016 5112 "90" 1 952
2016 5112 "90" 2 3337
2016 5113 "60" 1 17496
2016 5113 "60" 2 19012
2016 5113 "65" 1 14769
2016 5113 "65" 2 16731
2016 5113 "70" 1 11720
2016 5113 "70" 2 14267
2016 5113 "75" 1 12780
2016 5113 "75" 2 17183
2016 5113 "80" 1 7725
2016 5113 "80" 2 12435
2016 5113 "85" 1 3982
2016 5113 "85" 2 7893
2016 5113 "90" 1 1355
2016 5113 "90" 2 4587
2016 5114 "60" 1 6769
2016 5114 "60" 2 7309
2016 5114 "65" 1 5704
2016 5114 "65" 2 6770
2016 5114 "70" 1 4683
2016 5114 "70" 2 5847
2016 5114 "75" 1 5422
2016 5114 "75" 2 6870
2016 5114 "80" 1 3174
2016 5114 "80" 2 4617
2016 5114 "85" 1 1461
2016 5114 "85" 2 2805
2016 5114 "90" 1 503
2016 5114 "90" 2 1713
2016 5116 "60" 1 8169
2016 5116 "60" 2 8712
2016 5116 "65" 1 6849
2016 5116 "65" 2 7404
2016 5116 "70" 1 5272
2016 5116 "70" 2 6049
2016 5116 "75" 1 5762
2016 5116 "75" 2 7431
2016 5116 "80" 1 3394
2016 5116 "80" 2 5086
2016 5116 "85" 1 1548
2016 5116 "85" 2 2984
2016 5116 "90" 1 539
2016 5116 "90" 2 1633
2016 5117 "60" 1 5365
2016 5117 "60" 2 5911
2016 5117 "65" 1 4495
2016 5117 "65" 2 5228
2016 5117 "70" 1 3769
2016 5117 "70" 2 4652
2016 5117 "75" 1 4217
2016 5117 "75" 2 5753
2016 5117 "80" 1 2575
2016 5117 "80" 2 3898
2016 5117 "85" 1 1356
2016 5117 "85" 2 2505
2016 5117 "90" 1 478
2016 5117 "90" 2 1411
2016 5119 "60" 1 7022
2016 5119 "60" 2 7481
2016 5119 "65" 1 5916
2016 5119 "65" 2 6406
2016 5119 "70" 1 4098
2016 5119 "70" 2 4758
2016 5119 "75" 1 4741
2016 5119 "75" 2 6180
2016 5119 "80" 1 2922
2016 5119 "80" 2 4537
2016 5119 "85" 1 1394
2016 5119 "85" 2 2657
2016 5119 "90" 1 428
2016 5119 "90" 2 1467
2016 5120 "60" 1 3416
2016 5120 "60" 2 3482
2016 5120 "65" 1 2956
2016 5120 "65" 2 3224
2016 5120 "70" 1 2387
2016 5120 "70" 2 2778
2016 5120 "75" 1 2715
2016 5120 "75" 2 3431
2016 5120 "80" 1 1536
2016 5120 "80" 2 2312
2016 5120 "85" 1 703
2016 5120 "85" 2 1408
2016 5120 "90" 1 240
2016 5120 "90" 2 803
2016 5122 "60" 1 4677
2016 5122 "60" 2 4899
2016 5122 "65" 1 3801
2016 5122 "65" 2 4186
2016 5122 "70" 1 3256
2016 5122 "70" 2 3892
2016 5122 "75" 1 3676
2016 5122 "75" 2 4845
2016 5122 "80" 1 2356
2016 5122 "80" 2 3365
2016 5122 "85" 1 1063
2016 5122 "85" 2 1968
2016 5122 "90" 1 343
2016 5122 "90" 2 1247
2016 5124 "60" 1 9903
2016 5124 "60" 2 10902
2016 5124 "65" 1 8671
2016 5124 "65" 2 9889
2016 5124 "70" 1 7146
2016 5124 "70" 2 8497
2016 5124 "75" 1 7753
2016 5124 "75" 2 10205
2016 5124 "80" 1 4700
2016 5124 "80" 2 6982
2016 5124 "85" 1 2161
2016 5124 "85" 2 4489
2016 5124 "90" 1 755
2016 5124 "90" 2 2686
2016 5154 "60" 1 10258
2016 5154 "60" 2 10427
2016 5154 "65" 1 8631
2016 5154 "65" 2 8822
2016 5154 "70" 1 6191
2016 5154 "70" 2 6822
2016 5154 "75" 1 6628
2016 5154 "75" 2 8149
2016 5154 "80" 1 3856
2016 5154 "80" 2 5533
2016 5154 "85" 1 1758
2016 5154 "85" 2 3412
2016 5154 "90" 1 574
2016 5154 "90" 2 1937
2016 5158 "60" 1 14944
2016 5158 "60" 2 16175
2016 5158 "65" 1 12892
2016 5158 "65" 2 14905
2016 5158 "70" 1 11143
2016 5158 "70" 2 13628
2016 5158 "75" 1 13043
2016 5158 "75" 2 16579
2016 5158 "80" 1 7830
2016 5158 "80" 2 10562
2016 5158 "85" 1 3596
2016 5158 "85" 2 6085
2016 5158 "90" 1 1125
2016 5158 "90" 2 3280
2016 5162 "60" 1 13767
2016 5162 "60" 2 14939
2016 5162 "65" 1 11766
2016 5162 "65" 2 13390
2016 5162 "70" 1 9365
2016 5162 "70" 2 11147
2016 5162 "75" 1 10792
2016 5162 "75" 2 13540
2016 5162 "80" 1 6554
2016 5162 "80" 2 8881
2016 5162 "85" 1 2998
2016 5162 "85" 2 5098
2016 5162 "90" 1 889
2016 5162 "90" 2 2715
2016 5166 "60" 1 9766
2016 5166 "60" 2 10061
2016 5166 "65" 1 8034
2016 5166 "65" 2 8924
2016 5166 "70" 1 6289
2016 5166 "70" 2 7300
2016 5166 "75" 1 6999
2016 5166 "75" 2 8843
2016 5166 "80" 1 4196
2016 5166 "80" 2 5952
2016 5166 "85" 1 1927
2016 5166 "85" 2 3356
2016 5166 "90" 1 602
2016 5166 "90" 2 1910
2016 5170 "60" 1 16144
2016 5170 "60" 2 17018
2016 5170 "65" 1 13354
2016 5170 "65" 2 14495
2016 5170 "70" 1 9967
2016 5170 "70" 2 11458
2016 5170 "75" 1 11074
2016 5170 "75" 2 13940
2016 5170 "80" 1 6787
2016 5170 "80" 2 9586
2016 5170 "85" 1 3309
2016 5170 "85" 2 5898
2016 5170 "90" 1 984
2016 5170 "90" 2 3145
2016 5314 "60" 1 8057
2016 5314 "60" 2 8947
2016 5314 "65" 1 6504
2016 5314 "65" 2 7669
2016 5314 "70" 1 5369
2016 5314 "70" 2 6982
2016 5314 "75" 1 5787
2016 5314 "75" 2 8007
2016 5314 "80" 1 3535
2016 5314 "80" 2 5315
2016 5314 "85" 1 1883
2016 5314 "85" 2 3640
2016 5314 "90" 1 790
2016 5314 "90" 2 2545
2016 5315 "60" 1 25859
2016 5315 "60" 2 28672
2016 5315 "65" 1 22364
2016 5315 "65" 2 26028
2016 5315 "70" 1 18886
2016 5315 "70" 2 22620
2016 5315 "75" 1 20942
2016 5315 "75" 2 24874
2016 5315 "80" 1 11890
2016 5315 "80" 2 16457
2016 5315 "85" 1 5584
2016 5315 "85" 2 9921
2016 5315 "90" 1 1860
2016 5315 "90" 2 5676
2016 5316 "60" 1 4444
2016 5316 "60" 2 5105
2016 5316 "65" 1 3785
2016 5316 "65" 2 4452
2016 5316 "70" 1 3148
2016 5316 "70" 2 4032
2016 5316 "75" 1 4060
2016 5316 "75" 2 5130
2016 5316 "80" 1 2566
2016 5316 "80" 2 3643
2016 5316 "85" 1 1161
2016 5316 "85" 2 2018
2016 5316 "90" 1 330
2016 5316 "90" 2 1056
2016 5334 "60" 1 16218
2016 5334 "60" 2 17116
2016 5334 "65" 1 13824
2016 5334 "65" 2 15229
2016 5334 "70" 1 10624
2016 5334 "70" 2 12430
2016 5334 "75" 1 11873
2016 5334 "75" 2 14872
2016 5334 "80" 1 7164
2016 5334 "80" 2 10203
2016 5334 "85" 1 3400
2016 5334 "85" 2 6245
2016 5334 "90" 1 1102
2016 5334 "90" 2 3602
2016 5358 "60" 1 8755
2016 5358 "60" 2 9317
2016 5358 "65" 1 7425
2016 5358 "65" 2 7853
2016 5358 "70" 1 5210
2016 5358 "70" 2 5794
2016 5358 "75" 1 5862
2016 5358 "75" 2 7224
2016 5358 "80" 1 3555
2016 5358 "80" 2 4953
2016 5358 "85" 1 1601
2016 5358 "85" 2 2973
2016 5358 "90" 1 534
2016 5358 "90" 2 1598
2016 5362 "60" 1 14312
2016 5362 "60" 2 15600
2016 5362 "65" 1 12503
2016 5362 "65" 2 14089
2016 5362 "70" 1 9915
2016 5362 "70" 2 11473
2016 5362 "75" 1 10729
2016 5362 "75" 2 13030
2016 5362 "80" 1 6452
2016 5362 "80" 2 8627
2016 5362 "85" 1 2881
2016 5362 "85" 2 4942
2016 5362 "90" 1 906
2016 5362 "90" 2 2653
2016 5366 "60" 1 6649
2016 5366 "60" 2 6645
2016 5366 "65" 1 5565
2016 5366 "65" 2 5756
2016 5366 "70" 1 3875
2016 5366 "70" 2 4254
2016 5366 "75" 1 4450
2016 5366 "75" 2 5284
2016 5366 "80" 1 2468
2016 5366 "80" 2 3471
2016 5366 "85" 1 1240
2016 5366 "85" 2 2252
2016 5366 "90" 1 410
2016 5366 "90" 2 1260
2016 5370 "60" 1 8550
2016 5370 "60" 2 8686
2016 5370 "65" 1 6952
2016 5370 "65" 2 7135
2016 5370 "70" 1 4913
2016 5370 "70" 2 5450
2016 5370 "75" 1 5613
2016 5370 "75" 2 6822
2016 5370 "80" 1 3209
2016 5370 "80" 2 4675
2016 5370 "85" 1 1585
2016 5370 "85" 2 2861
2016 5370 "90" 1 466
2016 5370 "90" 2 1515
2016 5374 "60" 1 8607
2016 5374 "60" 2 9080
2016 5374 "65" 1 7156
2016 5374 "65" 2 7457
2016 5374 "70" 1 5297
2016 5374 "70" 2 6082
2016 5374 "75" 1 6299
2016 5374 "75" 2 7942
2016 5374 "80" 1 3842
2016 5374 "80" 2 5429
2016 5374 "85" 1 1872
2016 5374 "85" 2 3354
2016 5374 "90" 1 553
2016 5374 "90" 2 1909
2016 5378 "60" 1 8742
2016 5378 "60" 2 9250
2016 5378 "65" 1 7358
2016 5378 "65" 2 8447
2016 5378 "70" 1 6338
2016 5378 "70" 2 7595
2016 5378 "75" 1 7337
2016 5378 "75" 2 8981
2016 5378 "80" 1 4687
2016 5378 "80" 2 5879
2016 5378 "85" 1 2061
2016 5378 "85" 2 3456
2016 5378 "90" 1 726
2016 5378 "90" 2 2150
2016 5382 "60" 1 18434
2016 5382 "60" 2 19747
2016 5382 "65" 1 15523
2016 5382 "65" 2 17336
2016 5382 "70" 1 12651
2016 5382 "70" 2 14545
2016 5382 "75" 1 14328
2016 5382 "75" 2 16928
2016 5382 "80" 1 8057
2016 5382 "80" 2 10655
2016 5382 "85" 1 3551
2016 5382 "85" 2 6134
2016 5382 "90" 1 1245
2016 5382 "90" 2 3813
2016 5512 "60" 1 4014
2016 5512 "60" 2 4287
2016 5512 "65" 1 3329
2016 5512 "65" 2 3647
2016 5512 "70" 1 2382
2016 5512 "70" 2 2785
2016 5512 "75" 1 2558
2016 5512 "75" 2 3368
2016 5512 "80" 1 1489
2016 5512 "80" 2 2493
2016 5512 "85" 1 788
2016 5512 "85" 2 1653
2016 5512 "90" 1 272
2016 5512 "90" 2 879
2016 5513 "60" 1 8217
2016 5513 "60" 2 8724
2016 5513 "65" 1 6802
2016 5513 "65" 2 7252
2016 5513 "70" 1 5285
2016 5513 "70" 2 5848
2016 5513 "75" 1 5319
2016 5513 "75" 2 6957
2016 5513 "80" 1 3105
2016 5513 "80" 2 5346
2016 5513 "85" 1 1676
2016 5513 "85" 2 3576
2016 5513 "90" 1 523
2016 5513 "90" 2 1945
2016 5515 "60" 1 7826
2016 5515 "60" 2 8459
2016 5515 "65" 1 6138
2016 5515 "65" 2 6762
2016 5515 "70" 1 4782
2016 5515 "70" 2 5805
2016 5515 "75" 1 5342
2016 5515 "75" 2 7280
2016 5515 "80" 1 3215
2016 5515 "80" 2 5009
2016 5515 "85" 1 1778
2016 5515 "85" 2 3397
2016 5515 "90" 1 715
2016 5515 "90" 2 2244
2016 5554 "60" 1 11171
2016 5554 "60" 2 11357
2016 5554 "65" 1 9131
2016 5554 "65" 2 9123
2016 5554 "70" 1 6416
2016 5554 "70" 2 7080
2016 5554 "75" 1 7506
2016 5554 "75" 2 9296
2016 5554 "80" 1 4453
2016 5554 "80" 2 6511
2016 5554 "85" 1 1962
2016 5554 "85" 2 3845
2016 5554 "90" 1 571
2016 5554 "90" 2 2012
2016 5558 "60" 1 7394
2016 5558 "60" 2 7509
2016 5558 "65" 1 5964
2016 5558 "65" 2 6131
2016 5558 "70" 1 4091
2016 5558 "70" 2 4633
2016 5558 "75" 1 4721
2016 5558 "75" 2 5793
2016 5558 "80" 1 2655
2016 5558 "80" 2 3934
2016 5558 "85" 1 1315
2016 5558 "85" 2 2518
2016 5558 "90" 1 400
2016 5558 "90" 2 1539
2016 5562 "60" 1 21349
2016 5562 "60" 2 22954
2016 5562 "65" 1 17644
2016 5562 "65" 2 19378
2016 5562 "70" 1 13264
2016 5562 "70" 2 14839
