"Date"	"Gender"	"geogcode"	"Age"	"value type"	"value"	"flag"
"2013"	"Female"	"E07000061"	"Aged 90+"	"number"	1230	""
"2013"	"Female"	"E07000062"	"Aged 60-64"	"number"	2803	""
"2013"	"Female"	"E07000062"	"Aged 65-69"	"number"	2767	""
"2013"	"Female"	"E07000062"	"Aged 70-74"	"number"	1872	""
"2013"	"Female"	"E07000062"	"Aged 75-79"	"number"	1585	""
"2013"	"Female"	"E07000062"	"Aged 80-84"	"number"	1241	""
"2013"	"Female"	"E07000062"	"Age 85"	"number"	213	""
"2013"	"Female"	"E07000062"	"Age 86"	"number"	232	""
"2013"	"Female"	"E07000062"	"Age 87"	"number"	195	""
"2013"	"Female"	"E07000062"	"Age 88"	"number"	166	""
"2013"	"Female"	"E07000062"	"Age 89"	"number"	155	""
"2013"	"Female"	"E07000062"	"Aged 90+"	"number"	780	""
"2013"	"Female"	"E07000063"	"Aged 60-64"	"number"	3410	""
"2013"	"Female"	"E07000063"	"Aged 65-69"	"number"	3708	""
"2013"	"Female"	"E07000063"	"Aged 70-74"	"number"	2770	""
"2013"	"Female"	"E07000063"	"Aged 75-79"	"number"	2394	""
"2013"	"Female"	"E07000063"	"Aged 80-84"	"number"	2032	""
"2013"	"Female"	"E07000063"	"Age 85"	"number"	335	""
"2013"	"Female"	"E07000063"	"Age 86"	"number"	346	""
"2013"	"Female"	"E07000063"	"Age 87"	"number"	291	""
"2013"	"Female"	"E07000063"	"Age 88"	"number"	252	""
"2013"	"Female"	"E07000063"	"Age 89"	"number"	206	""
"2013"	"Female"	"E07000063"	"Aged 90+"	"number"	1098	""
"2013"	"Female"	"E07000064"	"Aged 60-64"	"number"	3660	""
"2013"	"Female"	"E07000064"	"Aged 65-69"	"number"	4279	""
"2013"	"Female"	"E07000064"	"Aged 70-74"	"number"	3115	""
"2013"	"Female"	"E07000064"	"Aged 75-79"	"number"	2714	""
"2013"	"Female"	"E07000064"	"Aged 80-84"	"number"	2349	""
"2013"	"Female"	"E07000064"	"Age 85"	"number"	352	""
"2013"	"Female"	"E07000064"	"Age 86"	"number"	396	""
"2013"	"Female"	"E07000064"	"Age 87"	"number"	324	""
"2013"	"Female"	"E07000064"	"Age 88"	"number"	319	""
"2013"	"Female"	"E07000064"	"Age 89"	"number"	274	""
"2013"	"Female"	"E07000064"	"Aged 90+"	"number"	1302	""
"2013"	"Female"	"E07000065"	"Aged 60-64"	"number"	5481	""
"2013"	"Female"	"E07000065"	"Aged 65-69"	"number"	6187	""
"2013"	"Female"	"E07000065"	"Aged 70-74"	"number"	4395	""
"2013"	"Female"	"E07000065"	"Aged 75-79"	"number"	3584	""
"2013"	"Female"	"E07000065"	"Aged 80-84"	"number"	2995	""
"2013"	"Female"	"E07000065"	"Age 85"	"number"	476	""
"2013"	"Female"	"E07000065"	"Age 86"	"number"	445	""
"2013"	"Female"	"E07000065"	"Age 87"	"number"	384	""
"2013"	"Female"	"E07000065"	"Age 88"	"number"	343	""
"2013"	"Female"	"E07000065"	"Age 89"	"number"	344	""
"2013"	"Female"	"E07000065"	"Aged 90+"	"number"	1543	""
"2013"	"Female"	"E07000084"	"Aged 60-64"	"number"	4705	""
"2013"	"Female"	"E07000084"	"Aged 65-69"	"number"	4808	""
"2013"	"Female"	"E07000084"	"Aged 70-74"	"number"	3233	""
"2013"	"Female"	"E07000084"	"Aged 75-79"	"number"	2602	""
"2013"	"Female"	"E07000084"	"Aged 80-84"	"number"	1933	""
"2013"	"Female"	"E07000084"	"Age 85"	"number"	299	""
"2013"	"Female"	"E07000084"	"Age 86"	"number"	280	""
"2013"	"Female"	"E07000084"	"Age 87"	"number"	237	""
"2013"	"Female"	"E07000084"	"Age 88"	"number"	213	""
"2013"	"Female"	"E07000084"	"Age 89"	"number"	206	""
"2013"	"Female"	"E07000084"	"Aged 90+"	"number"	779	""
"2013"	"Female"	"E07000085"	"Aged 60-64"	"number"	3760	""
"2013"	"Female"	"E07000085"	"Aged 65-69"	"number"	4031	""
"2013"	"Female"	"E07000085"	"Aged 70-74"	"number"	2988	""
"2013"	"Female"	"E07000085"	"Aged 75-79"	"number"	2356	""
"2013"	"Female"	"E07000085"	"Aged 80-84"	"number"	1932	""
"2013"	"Female"	"E07000085"	"Age 85"	"number"	309	""
"2013"	"Female"	"E07000085"	"Age 86"	"number"	265	""
"2013"	"Female"	"E07000085"	"Age 87"	"number"	273	""
"2013"	"Female"	"E07000085"	"Age 88"	"number"	259	""
"2013"	"Female"	"E07000085"	"Age 89"	"number"	232	""
"2013"	"Female"	"E07000085"	"Aged 90+"	"number"	880	""
"2013"	"Female"	"E07000086"	"Aged 60-64"	"number"	3868	""
"2013"	"Female"	"E07000086"	"Aged 65-69"	"number"	3656	""
"2013"	"Female"	"E07000086"	"Aged 70-74"	"number"	2684	""
"2013"	"Female"	"E07000086"	"Aged 75-79"	"number"	2312	""
"2013"	"Female"	"E07000086"	"Aged 80-84"	"number"	1788	""
"2013"	"Female"	"E07000086"	"Age 85"	"number"	265	""
"2013"	"Female"	"E07000086"	"Age 86"	"number"	264	""
"2013"	"Female"	"E07000086"	"Age 87"	"number"	258	""
"2013"	"Female"	"E07000086"	"Age 88"	"number"	218	""
"2013"	"Female"	"E07000086"	"Age 89"	"number"	187	""
"2013"	"Female"	"E07000086"	"Aged 90+"	"number"	770	""
"2013"	"Female"	"E07000087"	"Aged 60-64"	"number"	3660	""
"2013"	"Female"	"E07000087"	"Aged 65-69"	"number"	3984	""
"2013"	"Female"	"E07000087"	"Aged 70-74"	"number"	3008	""
"2013"	"Female"	"E07000087"	"Aged 75-79"	"number"	2490	""
"2013"	"Female"	"E07000087"	"Aged 80-84"	"number"	2027	""
"2013"	"Female"	"E07000087"	"Age 85"	"number"	275	""
"2013"	"Female"	"E07000087"	"Age 86"	"number"	293	""
"2013"	"Female"	"E07000087"	"Age 87"	"number"	260	""
"2013"	"Female"	"E07000087"	"Age 88"	"number"	204	""
"2013"	"Female"	"E07000087"	"Age 89"	"number"	203	""
"2013"	"Female"	"E07000087"	"Aged 90+"	"number"	869	""
"2013"	"Female"	"E07000088"	"Aged 60-64"	"number"	2442	""
"2013"	"Female"	"E07000088"	"Aged 65-69"	"number"	2488	""
"2013"	"Female"	"E07000088"	"Aged 70-74"	"number"	1710	""
"2013"	"Female"	"E07000088"	"Aged 75-79"	"number"	1613	""
"2013"	"Female"	"E07000088"	"Aged 80-84"	"number"	1306	""
"2013"	"Female"	"E07000088"	"Age 85"	"number"	184	""
"2013"	"Female"	"E07000088"	"Age 86"	"number"	189	""
"2013"	"Female"	"E07000088"	"Age 87"	"number"	164	""
"2013"	"Female"	"E07000088"	"Age 88"	"number"	131	""
"2013"	"Female"	"E07000088"	"Age 89"	"number"	127	""
"2013"	"Female"	"E07000088"	"Aged 90+"	"number"	524	""
"2013"	"Female"	"E07000089"	"Aged 60-64"	"number"	2688	""
"2013"	"Female"	"E07000089"	"Aged 65-69"	"number"	2943	""
"2013"	"Female"	"E07000089"	"Aged 70-74"	"number"	2079	""
"2013"	"Female"	"E07000089"	"Aged 75-79"	"number"	1643	""
"2013"	"Female"	"E07000089"	"Aged 80-84"	"number"	1171	""
"2013"	"Female"	"E07000089"	"Age 85"	"number"	197	""
"2013"	"Female"	"E07000089"	"Age 86"	"number"	167	""
"2013"	"Female"	"E07000089"	"Age 87"	"number"	166	""
"2013"	"Female"	"E07000089"	"Age 88"	"number"	133	""
"2013"	"Female"	"E07000089"	"Age 89"	"number"	105	""
"2013"	"Female"	"E07000089"	"Aged 90+"	"number"	545	""
"2013"	"Female"	"E07000090"	"Aged 60-64"	"number"	3854	""
"2013"	"Female"	"E07000090"	"Aged 65-69"	"number"	4225	""
"2013"	"Female"	"E07000090"	"Aged 70-74"	"number"	3225	""
"2013"	"Female"	"E07000090"	"Aged 75-79"	"number"	2809	""
"2013"	"Female"	"E07000090"	"Aged 80-84"	"number"	2362	""
"2013"	"Female"	"E07000090"	"Age 85"	"number"	331	""
"2013"	"Female"	"E07000090"	"Age 86"	"number"	339	""
"2013"	"Female"	"E07000090"	"Age 87"	"number"	297	""
"2013"	"Female"	"E07000090"	"Age 88"	"number"	253	""
"2013"	"Female"	"E07000090"	"Age 89"	"number"	235	""
"2013"	"Female"	"E07000090"	"Aged 90+"	"number"	905	""
"2013"	"Female"	"E07000091"	"Aged 60-64"	"number"	6485	""
"2013"	"Female"	"E07000091"	"Aged 65-69"	"number"	7215	""
"2013"	"Female"	"E07000091"	"Aged 70-74"	"number"	5309	""
"2013"	"Female"	"E07000091"	"Aged 75-79"	"number"	4782	""
"2013"	"Female"	"E07000091"	"Aged 80-84"	"number"	3941	""
"2013"	"Female"	"E07000091"	"Age 85"	"number"	661	""
"2013"	"Female"	"E07000091"	"Age 86"	"number"	626	""
"2013"	"Female"	"E07000091"	"Age 87"	"number"	552	""
"2013"	"Female"	"E07000091"	"Age 88"	"number"	541	""
"2013"	"Female"	"E07000091"	"Age 89"	"number"	500	""
"2013"	"Female"	"E07000091"	"Aged 90+"	"number"	2086	""
"2013"	"Female"	"E07000092"	"Aged 60-64"	"number"	2194	""
"2013"	"Female"	"E07000092"	"Aged 65-69"	"number"	2047	""
"2013"	"Female"	"E07000092"	"Aged 70-74"	"number"	1499	""
"2013"	"Female"	"E07000092"	"Aged 75-79"	"number"	1220	""
"2013"	"Female"	"E07000092"	"Aged 80-84"	"number"	927	""
"2013"	"Female"	"E07000092"	"Age 85"	"number"	144	""
"2013"	"Female"	"E07000092"	"Age 86"	"number"	153	""
"2013"	"Female"	"E07000092"	"Age 87"	"number"	143	""
"2013"	"Female"	"E07000092"	"Age 88"	"number"	128	""
"2013"	"Female"	"E07000092"	"Age 89"	"number"	97	""
"2013"	"Female"	"E07000092"	"Aged 90+"	"number"	458	""
"2013"	"Female"	"E07000093"	"Aged 60-64"	"number"	3866	""
"2013"	"Female"	"E07000093"	"Aged 65-69"	"number"	4017	""
"2013"	"Female"	"E07000093"	"Aged 70-74"	"number"	2801	""
"2013"	"Female"	"E07000093"	"Aged 75-79"	"number"	2267	""
"2013"	"Female"	"E07000093"	"Aged 80-84"	"number"	1769	""
"2013"	"Female"	"E07000093"	"Age 85"	"number"	299	""
"2013"	"Female"	"E07000093"	"Age 86"	"number"	285	""
"2013"	"Female"	"E07000093"	"Age 87"	"number"	235	""
"2013"	"Female"	"E07000093"	"Age 88"	"number"	203	""
"2013"	"Female"	"E07000093"	"Age 89"	"number"	200	""
"2013"	"Female"	"E07000093"	"Aged 90+"	"number"	843	""
"2013"	"Female"	"E07000094"	"Aged 60-64"	"number"	3607	""
"2013"	"Female"	"E07000094"	"Aged 65-69"	"number"	3751	""
"2013"	"Female"	"E07000094"	"Aged 70-74"	"number"	2708	""
"2013"	"Female"	"E07000094"	"Aged 75-79"	"number"	2253	""
"2013"	"Female"	"E07000094"	"Aged 80-84"	"number"	1991	""
"2013"	"Female"	"E07000094"	"Age 85"	"number"	333	""
"2013"	"Female"	"E07000094"	"Age 86"	"number"	328	""
"2013"	"Female"	"E07000094"	"Age 87"	"number"	269	""
"2013"	"Female"	"E07000094"	"Age 88"	"number"	243	""
"2013"	"Female"	"E07000094"	"Age 89"	"number"	217	""
"2013"	"Female"	"E07000094"	"Aged 90+"	"number"	997	""
"2013"	"Female"	"E07000105"	"Aged 60-64"	"number"	3555	""
"2013"	"Female"	"E07000105"	"Aged 65-69"	"number"	3882	""
"2013"	"Female"	"E07000105"	"Aged 70-74"	"number"	2650	""
"2013"	"Female"	"E07000105"	"Aged 75-79"	"number"	2081	""
"2013"	"Female"	"E07000105"	"Aged 80-84"	"number"	1704	""
"2013"	"Female"	"E07000105"	"Age 85"	"number"	280	""
"2013"	"Female"	"E07000105"	"Age 86"	"number"	230	""
"2013"	"Female"	"E07000105"	"Age 87"	"number"	249	""
"2013"	"Female"	"E07000105"	"Age 88"	"number"	195	""
"2013"	"Female"	"E07000105"	"Age 89"	"number"	193	""
"2013"	"Female"	"E07000105"	"Aged 90+"	"number"	752	""
"2013"	"Female"	"E07000106"	"Aged 60-64"	"number"	4496	""
"2013"	"Female"	"E07000106"	"Aged 65-69"	"number"	4971	""
"2013"	"Female"	"E07000106"	"Aged 70-74"	"number"	3573	""
"2013"	"Female"	"E07000106"	"Aged 75-79"	"number"	3013	""
"2013"	"Female"	"E07000106"	"Aged 80-84"	"number"	2532	""
"2013"	"Female"	"E07000106"	"Age 85"	"number"	406	""
"2013"	"Female"	"E07000106"	"Age 86"	"number"	401	""
"2013"	"Female"	"E07000106"	"Age 87"	"number"	342	""
"2013"	"Female"	"E07000106"	"Age 88"	"number"	319	""
"2013"	"Female"	"E07000106"	"Age 89"	"number"	322	""
"2013"	"Female"	"E07000106"	"Aged 90+"	"number"	1317	""
"2013"	"Female"	"E07000107"	"Aged 60-64"	"number"	2337	""
"2013"	"Female"	"E07000107"	"Aged 65-69"	"number"	2337	""
"2013"	"Female"	"E07000107"	"Aged 70-74"	"number"	1750	""
"2013"	"Female"	"E07000107"	"Aged 75-79"	"number"	1557	""
"2013"	"Female"	"E07000107"	"Aged 80-84"	"number"	1285	""
"2013"	"Female"	"E07000107"	"Age 85"	"number"	186	""
"2013"	"Female"	"E07000107"	"Age 86"	"number"	166	""
"2013"	"Female"	"E07000107"	"Age 87"	"number"	168	""
"2013"	"Female"	"E07000107"	"Age 88"	"number"	138	""
"2013"	"Female"	"E07000107"	"Age 89"	"number"	104	""
"2013"	"Female"	"E07000107"	"Aged 90+"	"number"	498	""
"2013"	"Female"	"E07000108"	"Aged 60-64"	"number"	3819	""
"2013"	"Female"	"E07000108"	"Aged 65-69"	"number"	4130	""
"2013"	"Female"	"E07000108"	"Aged 70-74"	"number"	2756	""
"2013"	"Female"	"E07000108"	"Aged 75-79"	"number"	2303	""
"2013"	"Female"	"E07000108"	"Aged 80-84"	"number"	1890	""
"2013"	"Female"	"E07000108"	"Age 85"	"number"	325	""
"2013"	"Female"	"E07000108"	"Age 86"	"number"	276	""
"2013"	"Female"	"E07000108"	"Age 87"	"number"	252	""
"2013"	"Female"	"E07000108"	"Age 88"	"number"	239	""
"2013"	"Female"	"E07000108"	"Age 89"	"number"	222	""
"2013"	"Female"	"E07000108"	"Aged 90+"	"number"	894	""
"2013"	"Female"	"E07000109"	"Aged 60-64"	"number"	2679	""
"2013"	"Female"	"E07000109"	"Aged 65-69"	"number"	2787	""
"2013"	"Female"	"E07000109"	"Aged 70-74"	"number"	2093	""
"2013"	"Female"	"E07000109"	"Aged 75-79"	"number"	1880	""
"2013"	"Female"	"E07000109"	"Aged 80-84"	"number"	1382	""
"2013"	"Female"	"E07000109"	"Age 85"	"number"	237	""
"2013"	"Female"	"E07000109"	"Age 86"	"number"	203	""
"2013"	"Female"	"E07000109"	"Age 87"	"number"	179	""
"2013"	"Female"	"E07000109"	"Age 88"	"number"	156	""
"2013"	"Female"	"E07000109"	"Age 89"	"number"	141	""
"2013"	"Female"	"E07000109"	"Aged 90+"	"number"	524	""
"2013"	"Female"	"E07000110"	"Aged 60-64"	"number"	4717	""
"2013"	"Female"	"E07000110"	"Aged 65-69"	"number"	4795	""
"2013"	"Female"	"E07000110"	"Aged 70-74"	"number"	3495	""
"2013"	"Female"	"E07000110"	"Aged 75-79"	"number"	2901	""
"2013"	"Female"	"E07000110"	"Aged 80-84"	"number"	2335	""
"2013"	"Female"	"E07000110"	"Age 85"	"number"	380	""
"2013"	"Female"	"E07000110"	"Age 86"	"number"	327	""
"2013"	"Female"	"E07000110"	"Age 87"	"number"	284	""
"2013"	"Female"	"E07000110"	"Age 88"	"number"	256	""
"2013"	"Female"	"E07000110"	"Age 89"	"number"	236	""
"2013"	"Female"	"E07000110"	"Aged 90+"	"number"	991	""
"2013"	"Female"	"E07000111"	"Aged 60-64"	"number"	3844	""
"2013"	"Female"	"E07000111"	"Aged 65-69"	"number"	3872	""
"2013"	"Female"	"E07000111"	"Aged 70-74"	"number"	2748	""
"2013"	"Female"	"E07000111"	"Aged 75-79"	"number"	2360	""
"2013"	"Female"	"E07000111"	"Aged 80-84"	"number"	1942	""
"2013"	"Female"	"E07000111"	"Age 85"	"number"	292	""
"2013"	"Female"	"E07000111"	"Age 86"	"number"	265	""
"2013"	"Female"	"E07000111"	"Age 87"	"number"	267	""
"2013"	"Female"	"E07000111"	"Age 88"	"number"	212	""
"2013"	"Female"	"E07000111"	"Age 89"	"number"	185	""
"2013"	"Female"	"E07000111"	"Aged 90+"	"number"	839	""
"2013"	"Female"	"E07000112"	"Aged 60-64"	"number"	3753	""
"2013"	"Female"	"E07000112"	"Aged 65-69"	"number"	3955	""
"2013"	"Female"	"E07000112"	"Aged 70-74"	"number"	2850	""
"2013"	"Female"	"E07000112"	"Aged 75-79"	"number"	2298	""
"2013"	"Female"	"E07000112"	"Aged 80-84"	"number"	1881	""
"2013"	"Female"	"E07000112"	"Age 85"	"number"	327	""
"2013"	"Female"	"E07000112"	"Age 86"	"number"	310	""
"2013"	"Female"	"E07000112"	"Age 87"	"number"	283	""
"2013"	"Female"	"E07000112"	"Age 88"	"number"	245	""
"2013"	"Female"	"E07000112"	"Age 89"	"number"	262	""
"2013"	"Female"	"E07000112"	"Aged 90+"	"number"	984	""
"2013"	"Female"	"E07000113"	"Aged 60-64"	"number"	4179	""
"2013"	"Female"	"E07000113"	"Aged 65-69"	"number"	4477	""
"2013"	"Female"	"E07000113"	"Aged 70-74"	"number"	2997	""
"2013"	"Female"	"E07000113"	"Aged 75-79"	"number"	2390	""
"2013"	"Female"	"E07000113"	"Aged 80-84"	"number"	1900	""
"2013"	"Female"	"E07000113"	"Age 85"	"number"	274	""
"2013"	"Female"	"E07000113"	"Age 86"	"number"	284	""
"2013"	"Female"	"E07000113"	"Age 87"	"number"	211	""
"2013"	"Female"	"E07000113"	"Age 88"	"number"	203	""
"2013"	"Female"	"E07000113"	"Age 89"	"number"	202	""
"2013"	"Female"	"E07000113"	"Aged 90+"	"number"	745	""
"2013"	"Female"	"E07000114"	"Aged 60-64"	"number"	4483	""
"2013"	"Female"	"E07000114"	"Aged 65-69"	"number"	4970	""
"2013"	"Female"	"E07000114"	"Aged 70-74"	"number"	3580	""
"2013"	"Female"	"E07000114"	"Aged 75-79"	"number"	2999	""
"2013"	"Female"	"E07000114"	"Aged 80-84"	"number"	2533	""
"2013"	"Female"	"E07000114"	"Age 85"	"number"	418	""
"2013"	"Female"	"E07000114"	"Age 86"	"number"	385	""
"2013"	"Female"	"E07000114"	"Age 87"	"number"	359	""
"2013"	"Female"	"E07000114"	"Age 88"	"number"	335	""
"2013"	"Female"	"E07000114"	"Age 89"	"number"	262	""
"2013"	"Female"	"E07000114"	"Aged 90+"	"number"	1267	""
"2013"	"Female"	"E07000115"	"Aged 60-64"	"number"	3386	""
"2013"	"Female"	"E07000115"	"Aged 65-69"	"number"	3749	""
"2013"	"Female"	"E07000115"	"Aged 70-74"	"number"	2750	""
"2013"	"Female"	"E07000115"	"Aged 75-79"	"number"	2287	""
"2013"	"Female"	"E07000115"	"Aged 80-84"	"number"	1760	""
"2013"	"Female"	"E07000115"	"Age 85"	"number"	237	""
"2013"	"Female"	"E07000115"	"Age 86"	"number"	247	""
"2013"	"Female"	"E07000115"	"Age 87"	"number"	206	""
"2013"	"Female"	"E07000115"	"Age 88"	"number"	187	""
"2013"	"Female"	"E07000115"	"Age 89"	"number"	172	""
"2013"	"Female"	"E07000115"	"Aged 90+"	"number"	667	""
"2013"	"Female"	"E07000116"	"Aged 60-64"	"number"	3287	""
"2013"	"Female"	"E07000116"	"Aged 65-69"	"number"	3271	""
"2013"	"Female"	"E07000116"	"Aged 70-74"	"number"	2322	""
"2013"	"Female"	"E07000116"	"Aged 75-79"	"number"	2008	""
"2013"	"Female"	"E07000116"	"Aged 80-84"	"number"	1735	""
"2013"	"Female"	"E07000116"	"Age 85"	"number"	320	""
"2013"	"Female"	"E07000116"	"Age 86"	"number"	297	""
"2013"	"Female"	"E07000116"	"Age 87"	"number"	220	""
"2013"	"Female"	"E07000116"	"Age 88"	"number"	205	""
"2013"	"Female"	"E07000116"	"Age 89"	"number"	196	""
"2013"	"Female"	"E07000116"	"Aged 90+"	"number"	897	""
"2013"	"Female"	"E07000177"	"Aged 60-64"	"number"	4042	""
"2013"	"Female"	"E07000177"	"Aged 65-69"	"number"	3756	""
"2013"	"Female"	"E07000177"	"Aged 70-74"	"number"	2897	""
"2013"	"Female"	"E07000177"	"Aged 75-79"	"number"	2354	""
"2013"	"Female"	"E07000177"	"Aged 80-84"	"number"	1862	""
"2013"	"Female"	"E07000177"	"Age 85"	"number"	318	""
"2013"	"Female"	"E07000177"	"Age 86"	"number"	261	""
"2013"	"Female"	"E07000177"	"Age 87"	"number"	253	""
"2013"	"Female"	"E07000177"	"Age 88"	"number"	218	""
"2013"	"Female"	"E07000177"	"Age 89"	"number"	183	""
"2013"	"Female"	"E07000177"	"Aged 90+"	"number"	835	""
"2013"	"Female"	"E07000178"	"Aged 60-64"	"number"	2954	""
"2013"	"Female"	"E07000178"	"Aged 65-69"	"number"	2595	""
"2013"	"Female"	"E07000178"	"Aged 70-74"	"number"	2101	""
"2013"	"Female"	"E07000178"	"Aged 75-79"	"number"	1729	""
"2013"	"Female"	"E07000178"	"Aged 80-84"	"number"	1406	""
"2013"	"Female"	"E07000178"	"Age 85"	"number"	240	""
"2013"	"Female"	"E07000178"	"Age 86"	"number"	236	""
"2013"	"Female"	"E07000178"	"Age 87"	"number"	222	""
"2013"	"Female"	"E07000178"	"Age 88"	"number"	184	""
"2013"	"Female"	"E07000178"	"Age 89"	"number"	174	""
"2013"	"Female"	"E07000178"	"Aged 90+"	"number"	816	""
"2013"	"Female"	"E07000179"	"Aged 60-64"	"number"	4051	""
"2013"	"Female"	"E07000179"	"Aged 65-69"	"number"	4314	""
"2013"	"Female"	"E07000179"	"Aged 70-74"	"number"	3218	""
"2013"	"Female"	"E07000179"	"Aged 75-79"	"number"	2610	""
"2013"	"Female"	"E07000179"	"Aged 80-84"	"number"	1985	""
"2013"	"Female"	"E07000179"	"Age 85"	"number"	329	""
"2013"	"Female"	"E07000179"	"Age 86"	"number"	294	""
"2013"	"Female"	"E07000179"	"Age 87"	"number"	298	""
"2013"	"Female"	"E07000179"	"Age 88"	"number"	238	""
"2013"	"Female"	"E07000179"	"Age 89"	"number"	231	""
"2013"	"Female"	"E07000179"	"Aged 90+"	"number"	982	""
"2013"	"Female"	"E07000180"	"Aged 60-64"	"number"	3669	""
"2013"	"Female"	"E07000180"	"Aged 65-69"	"number"	3741	""
"2013"	"Female"	"E07000180"	"Aged 70-74"	"number"	2735	""
"2013"	"Female"	"E07000180"	"Aged 75-79"	"number"	2330	""
"2013"	"Female"	"E07000180"	"Aged 80-84"	"number"	1870	""
"2013"	"Female"	"E07000180"	"Age 85"	"number"	295	""
"2013"	"Female"	"E07000180"	"Age 86"	"number"	297	""
"2013"	"Female"	"E07000180"	"Age 87"	"number"	235	""
"2013"	"Female"	"E07000180"	"Age 88"	"number"	232	""
"2013"	"Female"	"E07000180"	"Age 89"	"number"	177	""
"2013"	"Female"	"E07000180"	"Aged 90+"	"number"	871	""
"2013"	"Female"	"E07000181"	"Aged 60-64"	"number"	3312	""
"2013"	"Female"	"E07000181"	"Aged 65-69"	"number"	3429	""
"2013"	"Female"	"E07000181"	"Aged 70-74"	"number"	2467	""
"2013"	"Female"	"E07000181"	"Aged 75-79"	"number"	1970	""
"2013"	"Female"	"E07000181"	"Aged 80-84"	"number"	1663	""
"2013"	"Female"	"E07000181"	"Age 85"	"number"	244	""
"2013"	"Female"	"E07000181"	"Age 86"	"number"	252	""
"2013"	"Female"	"E07000181"	"Age 87"	"number"	221	""
"2013"	"Female"	"E07000181"	"Age 88"	"number"	212	""
"2013"	"Female"	"E07000181"	"Age 89"	"number"	205	""
"2013"	"Female"	"E07000181"	"Aged 90+"	"number"	785	""
"2013"	"Female"	"E07000207"	"Aged 60-64"	"number"	3756	""
"2013"	"Female"	"E07000207"	"Aged 65-69"	"number"	3589	""
"2013"	"Female"	"E07000207"	"Aged 70-74"	"number"	2640	""
"2013"	"Female"	"E07000207"	"Aged 75-79"	"number"	2300	""
"2013"	"Female"	"E07000207"	"Aged 80-84"	"number"	1897	""
"2013"	"Female"	"E07000207"	"Age 85"	"number"	311	""
"2013"	"Female"	"E07000207"	"Age 86"	"number"	296	""
"2013"	"Female"	"E07000207"	"Age 87"	"number"	303	""
"2013"	"Female"	"E07000207"	"Age 88"	"number"	250	""
"2013"	"Female"	"E07000207"	"Age 89"	"number"	233	""
"2013"	"Female"	"E07000207"	"Aged 90+"	"number"	1067	""
"2013"	"Female"	"E07000208"	"Aged 60-64"	"number"	2263	""
"2013"	"Female"	"E07000208"	"Aged 65-69"	"number"	2168	""
"2013"	"Female"	"E07000208"	"Aged 70-74"	"number"	1594	""
"2013"	"Female"	"E07000208"	"Aged 75-79"	"number"	1352	""
"2013"	"Female"	"E07000208"	"Aged 80-84"	"number"	1083	""
"2013"	"Female"	"E07000208"	"Age 85"	"number"	174	""
"2013"	"Female"	"E07000208"	"Age 86"	"number"	154	""
"2013"	"Female"	"E07000208"	"Age 87"	"number"	152	""
"2013"	"Female"	"E07000208"	"Age 88"	"number"	153	""
"2013"	"Female"	"E07000208"	"Age 89"	"number"	116	""
"2013"	"Female"	"E07000208"	"Aged 90+"	"number"	476	""
"2013"	"Female"	"E07000209"	"Aged 60-64"	"number"	3647	""
"2013"	"Female"	"E07000209"	"Aged 65-69"	"number"	3570	""
"2013"	"Female"	"E07000209"	"Aged 70-74"	"number"	2580	""
"2013"	"Female"	"E07000209"	"Aged 75-79"	"number"	2319	""
"2013"	"Female"	"E07000209"	"Aged 80-84"	"number"	1853	""
"2013"	"Female"	"E07000209"	"Age 85"	"number"	311	""
"2013"	"Female"	"E07000209"	"Age 86"	"number"	268	""
"2013"	"Female"	"E07000209"	"Age 87"	"number"	273	""
"2013"	"Female"	"E07000209"	"Age 88"	"number"	232	""
"2013"	"Female"	"E07000209"	"Age 89"	"number"	208	""
"2013"	"Female"	"E07000209"	"Aged 90+"	"number"	939	""
"2013"	"Female"	"E07000210"	"Aged 60-64"	"number"	2665	""
"2013"	"Female"	"E07000210"	"Aged 65-69"	"number"	2984	""
"2013"	"Female"	"E07000210"	"Aged 70-74"	"number"	2191	""
"2013"	"Female"	"E07000210"	"Aged 75-79"	"number"	1901	""
"2013"	"Female"	"E07000210"	"Aged 80-84"	"number"	1568	""
"2013"	"Female"	"E07000210"	"Age 85"	"number"	252	""
"2013"	"Female"	"E07000210"	"Age 86"	"number"	247	""
"2013"	"Female"	"E07000210"	"Age 87"	"number"	211	""
"2013"	"Female"	"E07000210"	"Age 88"	"number"	193	""
"2013"	"Female"	"E07000210"	"Age 89"	"number"	195	""
"2013"	"Female"	"E07000210"	"Aged 90+"	"number"	714	""
"2013"	"Female"	"E07000211"	"Aged 60-64"	"number"	3988	""
"2013"	"Female"	"E07000211"	"Aged 65-69"	"number"	3845	""
"2013"	"Female"	"E07000211"	"Aged 70-74"	"number"	2735	""
"2013"	"Female"	"E07000211"	"Aged 75-79"	"number"	2333	""
"2013"	"Female"	"E07000211"	"Aged 80-84"	"number"	2097	""
"2013"	"Female"	"E07000211"	"Age 85"	"number"	340	""
"2013"	"Female"	"E07000211"	"Age 86"	"number"	314	""
"2013"	"Female"	"E07000211"	"Age 87"	"number"	345	""
"2013"	"Female"	"E07000211"	"Age 88"	"number"	286	""
"2013"	"Female"	"E07000211"	"Age 89"	"number"	244	""
"2013"	"Female"	"E07000211"	"Aged 90+"	"number"	1133	""
"2013"	"Female"	"E07000212"	"Aged 60-64"	"number"	2095	""
"2013"	"Female"	"E07000212"	"Aged 65-69"	"number"	2131	""
